"NomenCode","Reporter_ISO_N","ReporterName","ProductCode","Partner","PartnerName","Year","AdValorem","MeasureCode","MeasureName","NonAdValorem","Affected"
"H1","840","United States","28302010","N21","",1999,11,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28302020","N21","",1999,11,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28303000","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28309000","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28311010","N21","",1999,35,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28311050","N21","",1999,35,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28319000","N21","",1999,35,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28321000","N21","",1999,4.5,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28322000","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28323010","N21","",1999,4.5,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28323050","N21","",1999,4.5,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28331110","N21","",1999,0,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28331150","N21","",1999,3.6,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28331900","N21","",1999,0,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28332100","N21","",1999,20,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28332200","N21","",1999,10,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28332300","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28332400","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28332500","N21","",1999,5,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28332600","N21","",1999,8,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28332700","N21","",1999,4.2,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28332910","N21","",1999,6.5,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28332920","N21","",1999,0,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28332930","N21","",1999,40,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28332950","N21","",1999,30,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28333000","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28334020","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28334060","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28341010","N21","",1999,54,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28341050","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28342100","N21","",1999,0,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28342200","N21","",1999,35,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28342910","N21","",1999,0,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28342920","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28342950","N21","",1999,10,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28351000","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28352200","N21","",1999,6,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28352300","N21","",1999,11.5,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28352400","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28352500","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28352600","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28352910","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28352920","N21","",1999,8.5,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28352950","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28353100","N21","",1999,6,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28353910","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28353950","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28361000","N21","",1999,16,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28362000","N21","",1999,8.5,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28363000","N21","",1999,0,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28364010","N21","",1999,6,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28364020","N21","",1999,4.8,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28365000","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28366000","N21","",1999,8.4,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28367000","N21","",1999,4.5,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28369100","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28369200","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28369910","N21","",1999,30,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28369920","N21","",1999,35,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28369950","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28371100","N21","",1999,0,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28371900","N21","",1999,0,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28372010","N21","",1999,5.1,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28372050","N21","",1999,8.5,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28380000","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28391100","N21","",1999,3,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28391900","N21","",1999,3,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28392000","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28399000","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28401100","N21","",1999,1.2,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28401900","N21","",1999,0.4,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28402000","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28403000","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28411000","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28412000","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28413000","N21","",1999,8.5,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28414000","N21","",1999,3.5,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28415000","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28416100","N21","",1999,23,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28416900","N21","",1999,23,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28417010","N21","",1999,29,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28417050","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28418000","N21","",1999,49.5,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28419010","N21","",1999,40,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28419020","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28419030","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28419050","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28421000","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28429000","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28431000","N21","",1999,65,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28432100","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28432900","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28433000","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28439000","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28441010","N21","",1999,45,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28441020","N21","",1999,0,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28441050","N21","",1999,45,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28442000","N21","",1999,0,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28443010","N21","",1999,35,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28443020","N21","",1999,0,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28443050","N21","",1999,45,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28444000","N21","",1999,0,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28445000","N21","",1999,0,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28451000","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28459000","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28461000","N21","",1999,35,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28469020","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28469040","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28469080","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28470000","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28480010","N21","",1999,32.5,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28480090","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28491000","N21","",1999,10,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28492010","N21","",1999,0,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28492020","N21","",1999,1.6,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28499010","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28499020","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28499030","N21","",1999,55.5,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28499050","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28500005","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28500007","N21","",1999,30,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28500010","N21","",1999,45.5,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28500020","N21","",1999,40,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28500050","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","28510000","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29011010","N21","",1999,0,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29011030","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29011040","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29011050","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29012100","N21","",1999,0,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29012200","N21","",1999,0,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29012300","N21","",1999,0,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29012410","N21","",1999,0,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29012420","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29012450","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29012910","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29012950","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29021100","N21","",1999,,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","$0.154/KG+40%",
"H1","840","United States","29021900","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29022000","N21","",1999,0,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29023000","N21","",1999,0,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29024100","N21","",1999,0,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29024200","N21","",1999,0,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29024300","N21","",1999,0,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29024400","N21","",1999,0,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29025000","N21","",1999,,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","$0.154/KG+45%",
"H1","840","United States","29026000","N21","",1999,,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","$0.154/KG+55%",
"H1","840","United States","29027000","N21","",1999,0,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29029010","N21","",1999,0,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29029020","N21","",1999,0,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29029030","N21","",1999,,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","$0.154/KG+55%",
"H1","840","United States","29029040","N21","",1999,,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","$0.154/KG+68.5%",
"H1","840","United States","29029060","N21","",1999,,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","$0.154/KG+68.5%",
"H1","840","United States","29029090","N21","",1999,,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","$0.154/KG+68.5%",
"H1","840","United States","29031100","N21","",1999,125,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29031200","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29031300","N21","",1999,32,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29031400","N21","",1999,8.5,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29031500","N21","",1999,88,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29031600","N21","",1999,33.3,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29031910","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29031930","N21","",1999,114.5,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29031960","N21","",1999,114.5,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29032100","N21","",1999,76,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29032200","N21","",1999,30,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29032300","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29032900","N21","",1999,114.5,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29033005","N21","",1999,46.3,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29033015","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29033020","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29034100","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29034200","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29034300","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29034400","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29034500","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29034600","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29034700","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29034910","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29034990","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29035100","N21","",1999,,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","$0.154/KG+64.5%",
"H1","840","United States","29035905","N21","",1999,,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","$0.154/KG+64.5%",
"H1","840","United States","29035910","N21","",1999,,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","$0.154/KG+64.5%",
"H1","840","United States","29035915","N21","",1999,,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","$0.154/KG+53.5%",
"H1","840","United States","29035920","N21","",1999,,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","$0.154/KG+53.5%",
"H1","840","United States","29035930","N21","",1999,114.5,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29035940","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29035960","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29035970","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29036110","N21","",1999,,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","$0.154/KG+91.5%",
"H1","840","United States","29036120","N21","",1999,,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","$0.154/KG+84%",
"H1","840","United States","29036130","N21","",1999,,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","$0.154/KG+40.5%",
"H1","840","United States","29036200","N21","",1999,,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","$0.154/KG+71%",
"H1","840","United States","29036905","N21","",1999,,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","$0.154/KG+71%",
"H1","840","United States","29036910","N21","",1999,,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","$0.154/KG+40.5%",
"H1","840","United States","29036915","N21","",1999,,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","$0.154/KG+71%",
"H1","840","United States","29036920","N21","",1999,,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","$0.154/KG+48%",
"H1","840","United States","29036923","N21","",1999,,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","$0.154/KG+71%",
"H1","840","United States","29036927","N21","",1999,,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","$0.154/KG+71%",
"H1","840","United States","29036930","N21","",1999,,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","$0.154/KG+64.5%",
"H1","840","United States","29036970","N21","",1999,,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","$0.154/KG+71%",
"H1","840","United States","29041004","N21","",1999,,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","$0.154/KG+51%",
"H1","840","United States","29041008","N21","",1999,,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","$0.154/KG+51%",
"H1","840","United States","29041010","N21","",1999,,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","$0.154/KG+41.5%",
"H1","840","United States","29041015","N21","",1999,,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","$0.154/KG+40%",
"H1","840","United States","29041032","N21","",1999,,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","$0.154/KG+51%",
"H1","840","United States","29041037","N21","",1999,,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","$0.154/KG+51%",
"H1","840","United States","29041050","N21","",1999,25,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","",
"H1","840","United States","29042010","N21","",1999,,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","$0.154/KG+40%",
"H1","840","United States","29042015","N21","",1999,,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","$0.154/KG+41.5%",
"H1","840","United States","29042020","N21","",1999,,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","$0.154/KG+45%",
"H1","840","United States","29042030","N21","",1999,,3,"Non-MFN duty rate for countries excluded from Most-Favoured- Nation (MFN) treatement","$0.154/KG+57%",
